FIPS,Area,Total Population,Deaths per Case Rate,Age-Adjusted Death Rate,Age-Adjusted New Case Rate,Uninsured Rate,White,Black or African American,Hispanic or Latino,American Indian or Alaska Native,Asian,Hawaiian and Other Pacific Islander
50023,"Washington County, Vermont",119614,33.77%,152.2,450.7,,97.70%,1.66%,2.08%,1.20%,1.45%,0.12%
48071,"Chambers County, Texas",93142,33.76%,164.7,487.8,,89.06%,8.94%,24.89%,1.59%,1.74%,0.21%
55007,"Bayfield County, Wisconsin",32440,33.76%,145.6,431.3,,88.14%,1.12%,2.61%,12.68%,0.92%,0.09%
55035,"Eau Claire County, Wisconsin",211420,33.75%,145.5,431.1,7.45%,93.36%,2.30%,2.79%,1.23%,5.02%,0.30%
16081,"Teton County, Idaho",23260,33.75%,119.6,354.4,,97.59%,0.89%,16.55%,1.80%,0.99%,0.20%
05019,"Clark County, Arkansas",42892,33.74%,173.9,515.4,,73.74%,25.27%,5.00%,1.24%,0.99%,0.51%
55005,"Barron County, Wisconsin",93422,33.74%,159.1,471.6,,96.24%,2.38%,2.79%,1.76%,0.98%,0.06%
42089,"Monroe County, Pennsylvania",336654,33.73%,165.9,491.8,7.58%,79.19%,18.81%,17.62%,1.55%,3.39%,0.28%
55123,"Vernon County, Wisconsin",61428,33.72%,148.4,440.1,,98.68%,0.95%,1.69%,0.75%,0.71%,0.08%
19153,"Polk County, Iowa",984802,33.72%,160.7,476.6,4.60%,86.81%,8.91%,8.82%,0.90%,5.96%,0.17%
49017,"Garfield County, Utah",10166,33.71%,116.5,345.6,,95.00%,1.28%,6.39%,3.46%,1.40%,0.75%
30015,"Chouteau County, Montana",11790,33.70%,121.6,360.8,,80.34%,0.80%,2.88%,19.93%,0.76%,0.17%
22063,"Livingston Parish, Louisiana",284564,33.70%,161.8,480.1,6.99%,91.20%,8.04%,4.33%,1.06%,1.08%,0.08%
23019,"Penobscot County, Maine",304398,33.70%,176.8,524.7,9.67%,96.40%,1.57%,1.56%,2.21%,1.63%,0.10%
47027,"Clay County, Tennessee",15162,33.69%,155,460.1,,97.69%,2.26%,2.39%,0.94%,0.28%,0.13%
17007,"Boone County, Illinois",106896,33.69%,149.5,443.8,,94.68%,3.75%,23.11%,1.93%,1.96%,0.15%
36003,"Allegany County, New York",92912,33.68%,168,498.8,,96.85%,2.04%,1.76%,0.70%,1.68%,0.12%
56045,"Weston County, Wyoming",13676,33.67%,151.3,449.4,,96.04%,1.37%,4.08%,3.19%,1.68%,0.13%
36015,"Chemung County, New York",168296,33.66%,179.6,533.5,3.49%,91.62%,8.92%,3.41%,0.93%,2.00%,0.14%
44007,"Providence County, Rhode Island",1321482,33.66%,155.1,460.8,4.61%,80.51%,15.13%,24.44%,2.41%,5.23%,0.44%
18181,"White County, Indiana",49376,33.66%,172.9,513.7,,97.61%,1.58%,8.96%,1.28%,0.71%,0.10%
39057,"Greene County, Ohio",335932,33.66%,149.7,444.8,5.49%,88.94%,9.05%,3.15%,1.15%,4.19%,0.20%
39085,"Lake County, Ohio",465206,33.66%,163.8,486.7,5.64%,93.14%,6.12%,4.79%,0.66%,2.00%,0.09%
30053,"Lincoln County, Montana",39354,33.64%,162.2,482.2,,97.49%,0.92%,3.47%,3.56%,1.03%,0.25%
42023,"Cameron County, Pennsylvania",9094,33.63%,171.5,509.9,,98.24%,1.61%,1.65%,0.86%,0.70%,0.09%
16021,"Boundary County, Idaho",24112,33.62%,147.7,439.3,,95.65%,1.34%,5.28%,3.39%,1.74%,0.32%
21209,"Scott County, Kentucky",114310,33.62%,162.9,484.6,,92.55%,6.96%,4.45%,0.80%,1.80%,0.12%
18139,"Rush County, Indiana",33504,33.61%,165.8,493.3,,98.11%,1.71%,1.76%,0.81%,0.56%,0.08%
17117,"Macoupin County, Illinois",89934,33.60%,182.9,544.4,,98.08%,1.59%,1.26%,0.89%,0.64%,0.06%
19065,"Fayette County, Iowa",39018,33.58%,156.6,466.3,,96.96%,2.29%,2.99%,0.74%,1.30%,0.14%
19139,"Muscatine County, Iowa",86470,33.58%,170.3,507.1,,94.80%,3.85%,18.59%,1.24%,1.44%,0.24%
48221,"Hood County, Texas",123196,33.58%,154.9,461.3,,96.66%,1.82%,13.11%,1.82%,1.15%,0.16%
48367,"Parker County, Texas",296444,33.57%,164.3,489.4,13.73%,96.39%,2.29%,13.49%,1.94%,1.16%,0.16%
22047,"Iberville Parish, Louisiana",60482,33.57%,184.4,549.3,,50.60%,49.12%,3.00%,0.81%,0.60%,0.09%
05031,"Craighead County, Arkansas",222462,33.57%,167.6,499.3,9.70%,80.89%,18.24%,5.37%,1.11%,1.69%,0.12%
17063,"Grundy County, Illinois",105066,33.56%,181.2,539.9,,96.69%,2.49%,10.66%,0.70%,1.33%,0.15%
30059,"Meagher County, Montana",3854,33.56%,162.9,485.4,,98.39%,0.67%,2.02%,1.92%,0.42%,0.10%
13097,"Douglas County, Georgia",288474,33.56%,159.5,475.3,11.77%,46.60%,52.56%,10.52%,1.26%,2.25%,0.30%
18109,"Morgan County, Indiana",143560,33.55%,176.6,526.4,8.16%,98.27%,1.08%,1.77%,0.86%,0.98%,0.08%
19079,"Hamilton County, Iowa",30078,33.54%,154.7,461.2,,95.62%,2.06%,6.64%,1.12%,2.79%,0.08%
18159,"Tipton County, Indiana",30718,33.53%,166.3,495.9,,98.01%,1.33%,3.05%,0.73%,1.04%,0.10%
37113,"Macon County, North Carolina",74028,33.53%,151.6,452.1,,96.19%,2.28%,7.66%,1.45%,1.26%,0.10%
13051,"Chatham County, Georgia",590582,33.53%,148.8,443.8,15.98%,54.74%,42.76%,6.72%,0.93%,3.82%,0.28%
12031,"Duval County, Florida",1991134,33.52%,171.4,511.3,12.56%,63.04%,32.65%,10.97%,1.08%,6.26%,0.31%
42041,"Cumberland County, Pennsylvania",518938,33.52%,146.3,436.5,6.23%,89.61%,6.21%,4.58%,0.67%,5.82%,0.14%
17017,"Cass County, Illinois",26084,33.51%,181.9,542.8,,92.71%,6.36%,20.01%,1.14%,0.96%,0.15%
19043,"Clayton County, Iowa",34086,33.51%,152.6,455.4,,98.43%,1.43%,2.11%,0.58%,0.55%,0.19%
17085,"Jo Daviess County, Illinois",44070,33.51%,148.1,442,,98.33%,1.27%,3.23%,0.82%,0.64%,0.09%
40145,"Wagoner County, Oklahoma",161962,33.50%,142.9,426.6,11.30%,83.01%,5.16%,6.93%,17.28%,2.45%,0.21%
36115,"Washington County, New York",122604,33.50%,172.2,514.1,,95.48%,4.08%,2.92%,0.84%,0.90%,0.11%
31129,"Nuckolls County, Nebraska",8190,33.49%,167.8,501,,97.68%,0.66%,3.10%,1.44%,1.59%,0.05%
48315,"Marion County, Texas",19450,33.48%,161.3,481.8,,76.64%,21.90%,4.57%,2.48%,1.35%,0.13%
38045,"LaMoure County, North Dakota",8186,33.47%,105,313.7,,98.66%,1.15%,2.13%,0.86%,0.22%,0.07%
44003,"Kent County, Rhode Island",340726,33.47%,172.1,514.2,2.70%,93.55%,3.78%,6.04%,1.17%,3.72%,0.20%
28091,"Marion County, Mississippi",48882,33.46%,170.7,510.1,,67.52%,32.35%,1.71%,0.71%,0.68%,0.12%
24005,"Baltimore County, Maryland",1709070,33.46%,163.9,489.8,5.30%,61.99%,32.36%,5.96%,1.13%,7.36%,0.19%
31147,"Richardson County, Nebraska",15742,33.46%,168.2,502.7,,95.35%,1.36%,2.05%,4.98%,0.99%,0.06%
45057,"Lancaster County, South Carolina",192032,33.45%,147.2,440,8.18%,76.54%,22.29%,6.11%,0.83%,2.04%,0.10%
45065,"McCormick County, South Carolina",19052,33.45%,158.4,473.5,,54.83%,44.84%,1.42%,0.65%,0.69%,0.08%
23005,"Cumberland County, Maine",606138,33.44%,150.9,451.2,4.46%,93.74%,4.10%,2.26%,0.97%,3.28%,0.11%
22099,"St. Martin Parish, Louisiana",103534,33.44%,174.7,522.4,,68.10%,30.89%,3.08%,1.13%,1.29%,0.11%
05063,"Independence County, Arkansas",75876,33.42%,160.8,481.1,,95.39%,3.28%,6.97%,1.72%,1.19%,0.34%
19031,"Cedar County, Iowa",37010,33.42%,166.3,497.6,,98.16%,1.49%,2.41%,0.69%,0.97%,0.10%
26037,"Clinton County, Michigan",158256,33.42%,141.4,423.1,5.27%,95.52%,3.14%,4.83%,1.24%,2.15%,0.13%
02090,"Fairbanks North Star Borough, Alaska",191310,33.42%,129.1,386.3,6.81%,81.99%,7.12%,8.15%,12.06%,5.55%,1.05%
05051,"Garland County, Arkansas",200360,33.41%,165.2,494.4,8.33%,89.34%,10.08%,6.16%,1.85%,1.26%,0.18%
54079,"Putnam County, West Virginia",114880,33.40%,166.4,498.2,,97.54%,1.90%,1.26%,0.74%,1.16%,0.09%
13053,"Chattahoochee County, Georgia",19130,33.40%,170,509,,74.28%,21.54%,17.95%,2.96%,5.11%,1.61%
28127,"Simpson County, Mississippi",51898,33.40%,154.6,462.9,,63.30%,36.20%,1.85%,0.75%,0.78%,0.22%
53053,"Pierce County, Washington",1842260,33.40%,159.7,478.2,6.39%,80.54%,11.19%,11.83%,3.80%,10.59%,2.69%
48371,"Pecos County, Texas",30386,33.39%,118.7,355.5,,92.08%,5.32%,69.80%,2.07%,1.62%,0.22%
21111,"Jefferson County, Kentucky",1565938,33.39%,171.1,512.5,5.80%,73.85%,24.33%,6.20%,0.76%,3.81%,0.17%
19035,"Cherokee County, Iowa",23316,33.38%,181.7,544.3,,97.46%,1.74%,4.78%,0.73%,0.89%,0.21%
19131,"Mitchell County, Iowa",21130,33.38%,154.9,464.1,,98.63%,0.76%,1.72%,0.56%,0.73%,0.08%
47153,"Sequatchie County, Tennessee",31652,33.37%,158.4,474.7,,98.10%,1.45%,3.75%,1.45%,0.57%,0.11%
06001,"Alameda County, California",3364706,33.37%,128.1,383.9,4.05%,53.30%,12.75%,22.37%,2.30%,36.28%,1.62%
12111,"St. Lucie County, Florida",658452,33.36%,149.1,446.9,14.79%,75.17%,23.35%,20.35%,1.16%,2.65%,0.30%
55023,"Crawford County, Wisconsin",32226,33.36%,157,470.6,,96.56%,2.66%,1.83%,0.89%,0.94%,0.12%
39083,"Knox County, Ohio",125442,33.35%,163.1,489,,97.99%,1.72%,1.70%,0.72%,0.98%,0.09%
19187,"Webster County, Iowa",73998,33.34%,164.1,492.2,,93.47%,6.41%,5.86%,0.99%,1.49%,0.14%
17159,"Richland County, Illinois",31626,33.33%,161.1,483.3,,97.74%,1.54%,1.83%,0.76%,1.19%,0.07%
46123,"Tripp County, South Dakota",11248,33.33%,139.1,417.3,,82.52%,1.10%,2.49%,18.49%,0.46%,0.05%
54029,"Hancock County, West Virginia",58190,33.32%,161.4,484.4,,96.46%,3.71%,1.63%,0.81%,0.69%,0.05%
21155,"Marion County, Kentucky",39162,33.32%,184.9,555,,91.98%,8.18%,2.79%,0.67%,1.01%,0.07%
05125,"Saline County, Arkansas",246832,33.31%,163.1,489.7,8.07%,89.21%,9.32%,5.42%,1.36%,1.75%,0.12%
50007,"Chittenden County, Vermont",336646,33.30%,148,444.4,2.54%,92.23%,3.51%,2.56%,0.97%,5.74%,0.11%
42043,"Dauphin County, Pennsylvania",572802,33.30%,155.4,466.7,6.39%,74.05%,22.07%,10.38%,1.10%,6.40%,0.21%
48215,"Hidalgo County, Texas",1741562,33.29%,114.1,342.7,32.45%,97.39%,1.05%,92.61%,0.77%,1.21%,0.09%
31111,"Lincoln County, Nebraska",69352,33.25%,165.5,497.7,,96.44%,1.97%,9.55%,1.83%,1.26%,0.15%
46055,"Haakon County, South Dakota",3744,33.25%,167.6,504.1,,95.89%,1.44%,1.87%,4.70%,1.07%,0.37%
37039,"Cherokee County, North Carolina",57548,33.25%,154.3,464.1,,95.71%,2.49%,3.66%,3.36%,0.96%,0.08%
19075,"Grundy County, Iowa",24658,33.24%,156.4,470.5,,98.66%,1.24%,1.58%,0.53%,0.50%,0.07%
30063,"Missoula County, Montana",235844,33.24%,142.8,429.6,5.79%,94.49%,1.21%,3.64%,4.55%,2.97%,0.29%
36039,"Greene County, New York",95862,33.24%,170.1,511.8,,91.97%,7.46%,6.49%,1.07%,1.62%,0.18%
36111,"Ulster County, New York",363702,33.21%,155.4,468,3.89%,89.93%,8.99%,10.86%,1.18%,2.85%,0.19%
42013,"Blair County, Pennsylvania",245644,33.20%,162.1,488.2,5.87%,96.94%,3.11%,1.34%,0.47%,1.00%,0.07%
06073,"San Diego County, California",6597268,33.19%,140.7,423.9,8.31%,79.23%,7.01%,34.51%,2.33%,15.58%,1.16%
46077,"Kingsbury County, South Dakota",10374,33.19%,186.7,562.5,,97.80%,0.75%,3.08%,1.74%,0.79%,0.02%
06057,"Nevada County, California",204482,33.19%,135.8,409.2,5.64%,96.11%,1.25%,9.89%,2.91%,2.55%,0.47%
06105,"Trinity County, California",32224,33.18%,132.1,398.1,,91.72%,1.74%,7.63%,8.81%,2.63%,0.48%
31155,"Saunders County, Nebraska",44556,33.18%,158.9,478.9,,98.38%,1.12%,2.40%,0.98%,1.01%,0.07%
42045,"Delaware County, Pennsylvania",1153660,33.18%,161.8,487.7,4.37%,69.92%,24.62%,4.29%,0.78%,7.14%,0.15%
19117,"Lucas County, Iowa",17268,33.16%,149.6,451.1,,98.63%,0.79%,2.51%,0.88%,0.72%,0.08%
55055,"Jefferson County, Wisconsin",169800,33.16%,147.2,443.9,3.69%,97.22%,1.76%,7.56%,1.04%,1.33%,0.08%
31047,"Dawson County, Nebraska",48222,33.15%,140.4,423.5,,88.61%,7.83%,34.03%,2.83%,1.51%,0.47%
17035,"Cumberland County, Illinois",20900,33.15%,151.5,457,,98.48%,1.10%,1.22%,0.71%,0.88%,0.09%
29019,"Boone County, Missouri",367220,33.15%,143.8,433.8,7.61%,84.40%,11.84%,3.60%,1.24%,5.91%,0.21%
30039,"Granite County, Montana",6618,33.15%,130.2,392.8,,97.76%,1.09%,2.42%,2.54%,0.94%,0.09%
30045,"Judith Basin County, Montana",4046,33.15%,129.8,391.6,,98.22%,0.05%,2.52%,1.83%,0.74%,0.00%
36089,"St. Lawrence County, New York",217010,33.14%,158.5,478.3,7.42%,95.13%,3.08%,2.37%,1.66%,1.52%,0.12%
37109,"Lincoln County, North Carolina",173620,33.14%,163.9,494.6,7.93%,92.75%,6.66%,7.39%,1.04%,1.15%,0.11%
08049,"Grand County, Colorado",31434,33.13%,99.9,301.5,,96.84%,1.57%,9.91%,2.00%,1.30%,0.27%
12127,"Volusia County, Florida",1107086,33.13%,165.7,500.1,13.02%,85.68%,12.94%,15.48%,1.15%,2.57%,0.19%
23027,"Waldo County, Maine",79214,33.13%,162.8,491.4,,98.20%,1.04%,1.66%,1.45%,0.87%,0.07%
29135,"Moniteau County, Missouri",30946,33.13%,140.8,425,,95.93%,3.48%,5.42%,1.34%,0.80%,0.19%
13015,"Bartow County, Georgia",217802,33.13%,160.6,484.8,14.28%,86.64%,12.61%,9.45%,1.33%,1.48%,0.21%
54099,"Wayne County, West Virginia",77964,33.12%,174.5,526.8,,98.73%,1.12%,0.71%,0.79%,0.51%,0.04%
19137,"Montgomery County, Iowa",20660,33.12%,189.4,571.8,,98.33%,1.12%,4.27%,1.15%,0.65%,0.14%
17037,"DeKalb County, Illinois",200840,33.12%,169.8,512.7,5.02%,87.98%,9.65%,11.93%,1.05%,3.46%,0.18%
45077,"Pickens County, South Carolina",262808,33.12%,158.1,477.4,8.20%,90.43%,8.23%,4.16%,0.82%,2.37%,0.12%
48061,"Cameron County, Texas",842034,33.11%,121.1,365.7,30.27%,97.58%,0.99%,90.19%,0.91%,0.97%,0.12%
13077,"Coweta County, Georgia",292316,33.11%,156.4,472.4,7.66%,78.41%,19.64%,7.37%,1.05%,2.91%,0.22%
02020,"Anchorage Municipality, Alaska",582494,33.11%,145.7,440.1,10.01%,70.84%,8.54%,9.55%,13.53%,12.82%,4.00%
29189,"St. Louis County, Missouri",2008250,33.11%,154.8,467.6,5.32%,69.85%,26.22%,3.08%,0.76%,5.63%,0.11%
48297,"Live Oak County, Texas",22670,33.10%,121.3,366.5,,92.45%,5.61%,41.23%,1.91%,1.14%,0.20%
21037,"Campbell County, Kentucky",186152,33.09%,173.1,523.1,4.08%,95.42%,4.18%,2.21%,0.67%,1.40%,0.09%
54103,"Wetzel County, West Virginia",28884,33.09%,172.8,522.2,,98.94%,1.10%,1.07%,0.66%,0.48%,0.02%
19195,"Worth County, Iowa",14886,33.09%,166.4,502.9,,97.97%,1.37%,3.22%,0.89%,0.94%,0.12%
29081,"Harrison County, Missouri",16314,33.09%,165.9,501.4,,98.21%,1.12%,2.72%,1.40%,0.63%,0.18%
46135,"Yankton County, South Dakota",46620,33.09%,125.4,379,,93.46%,2.81%,5.42%,4.54%,0.97%,0.11%
36025,"Delaware County, New York",88616,33.08%,158,477.7,,96.07%,2.91%,4.16%,0.85%,1.53%,0.16%
13153,"Houston County, Georgia",327266,33.07%,159.6,482.6,10.60%,62.61%,35.08%,6.74%,1.16%,4.36%,0.34%
48141,"El Paso County, Texas",1731314,33.07%,134.1,405.5,22.49%,93.04%,4.79%,82.91%,1.52%,2.01%,0.35%
17111,"McHenry County, Illinois",620458,33.07%,154.4,466.9,6.57%,94.54%,2.41%,14.09%,0.99%,3.76%,0.11%
13073,"Columbia County, Georgia",312020,33.06%,138,417.4,8.82%,75.40%,20.90%,7.29%,1.15%,5.85%,0.37%
38057,"Mercer County, North Dakota",16700,33.06%,181.6,549.3,,95.56%,1.32%,2.68%,3.93%,0.79%,0.14%
17179,"Tazewell County, Illinois",262686,33.06%,168.1,508.5,4.60%,97.20%,2.13%,2.52%,0.77%,1.38%,0.08%
13167,"Johnson County, Georgia",18378,33.05%,133.2,403,,64.64%,35.13%,2.85%,0.81%,0.73%,0.09%
36033,"Franklin County, New York",95110,33.03%,165.9,502.2,,85.50%,6.89%,3.58%,8.24%,0.83%,0.09%
50001,"Addison County, Vermont",74726,33.03%,139.6,422.6,,96.37%,2.11%,2.51%,1.04%,2.59%,0.15%
36117,"Wayne County, New York",182566,33.03%,172,520.8,1.92%,95.67%,4.53%,4.66%,0.89%,1.12%,0.13%
05119,"Pulaski County, Arkansas",798250,33.03%,160.7,486.6,8.94%,58.81%,39.44%,6.37%,1.19%,2.90%,0.14%
37003,"Alexander County, North Carolina",72888,33.02%,157.6,477.3,,92.14%,7.12%,4.99%,1.04%,1.34%,0.09%
13143,"Haralson County, Georgia",59838,33.01%,167.4,507.1,,94.13%,5.47%,2.23%,1.11%,1.12%,0.10%
13241,"Rabun County, Georgia",33766,33.00%,146.3,443.3,,96.44%,2.51%,7.73%,1.62%,1.30%,0.12%
46029,"Codington County, South Dakota",56650,33.00%,158.4,480,,95.21%,1.22%,3.47%,4.09%,1.21%,0.08%
38043,"Kidder County, North Dakota",4788,32.99%,142.8,432.9,,97.49%,0.88%,4.59%,1.42%,1.04%,0.04%
17145,"Perry County, Illinois",41890,32.98%,165.6,502.1,,89.88%,10.22%,3.27%,0.85%,0.88%,0.11%
42007,"Beaver County, Pennsylvania",336430,32.97%,158.9,481.9,4.20%,92.59%,8.25%,1.89%,0.59%,0.91%,0.11%
48209,"Hays County, Texas",482134,32.97%,139.5,423.1,13.46%,91.91%,5.59%,40.45%,2.10%,2.65%,0.26%
42019,"Butler County, Pennsylvania",387526,32.97%,158.9,482,2.96%,96.81%,2.01%,1.71%,0.46%,1.91%,0.07%
19045,"Clinton County, Iowa",92920,32.94%,167.8,509.4,,95.74%,4.47%,3.38%,0.96%,1.09%,0.13%
13039,"Camden County, Georgia",109536,32.94%,159.4,483.9,,77.92%,20.99%,7.21%,1.54%,2.72%,0.40%
16053,"Jerome County, Idaho",48474,32.94%,133.5,405.3,,96.06%,1.05%,38.04%,3.23%,0.84%,0.35%
53057,"Skagit County, Washington",259046,32.94%,158.5,481.2,7.18%,93.14%,1.93%,19.21%,4.29%,3.42%,0.66%
48065,"Carson County, Texas",11614,32.94%,116,352.2,,96.11%,2.32%,10.28%,2.53%,1.05%,0.15%
46099,"Minnehaha County, South Dakota",394428,32.92%,173.8,528,7.72%,87.93%,7.75%,5.43%,4.06%,2.82%,0.23%
38005,"Benson County, North Dakota",11928,32.89%,139.5,424.1,,40.49%,0.89%,3.96%,60.26%,0.54%,0.05%
24003,"Anne Arundel County, Maryland",1176522,32.89%,151.6,460.9,3.25%,76.21%,20.40%,8.53%,1.21%,5.67%,0.29%
55047,"Green Lake County, Wisconsin",38036,32.89%,161.3,490.4,,97.46%,1.50%,5.48%,1.25%,0.93%,0.10%
19173,"Taylor County, Iowa",11792,32.89%,153.5,466.7,,98.41%,1.20%,8.41%,0.66%,0.68%,0.14%
25027,"Worcester County, Massachusetts",1724222,32.88%,156.4,475.6,2.98%,87.50%,7.73%,12.49%,0.98%,6.17%,0.16%
39167,"Washington County, Ohio",119542,32.88%,172.9,525.9,,97.60%,2.17%,1.15%,1.06%,1.05%,0.09%
17083,"Jersey County, Illinois",43024,32.85%,158.6,482.8,,97.93%,1.38%,1.47%,0.91%,1.07%,0.09%
12017,"Citrus County, Florida",307686,32.84%,174.7,531.9,10.76%,94.43%,4.06%,6.30%,1.13%,2.09%,0.16%
36051,"Livingston County, New York",123668,32.82%,167.6,510.6,3.04%,94.98%,3.72%,3.96%,0.97%,1.96%,0.13%
37097,"Iredell County, North Carolina",373386,32.82%,159.4,485.7,8.80%,83.97%,13.75%,8.18%,1.18%,3.26%,0.14%
36073,"Orleans County, New York",80686,32.82%,179.9,548.2,,92.31%,7.49%,5.23%,1.38%,0.93%,0.15%
19077,"Guthrie County, Iowa",21246,32.81%,149.5,455.6,,98.44%,1.21%,2.82%,0.99%,0.59%,0.10%
08123,"Weld County, Colorado",657962,32.80%,135,411.6,10.27%,94.40%,2.32%,30.29%,2.84%,2.60%,0.32%
42015,"Bradford County, Pennsylvania",119934,32.80%,157.3,479.6,,98.04%,1.33%,1.55%,0.84%,0.99%,0.06%
55017,"Chippewa County, Wisconsin",132594,32.78%,155.3,473.8,,95.89%,2.50%,1.94%,1.17%,1.83%,0.11%
22121,"West Baton Rouge Parish, Louisiana",54398,32.77%,165.7,505.6,,58.62%,41.13%,3.44%,0.69%,0.98%,0.13%
12089,"Nassau County, Florida",180704,32.77%,180.3,550.2,8.29%,92.08%,6.90%,4.88%,1.05%,1.66%,0.18%
33013,"Merrimack County, New Hampshire",307616,32.76%,157.5,480.7,5.09%,95.44%,2.36%,2.42%,0.94%,2.84%,0.09%
39165,"Warren County, Ohio",484674,32.76%,148.4,453,3.53%,89.31%,4.48%,3.09%,0.64%,7.41%,0.15%
22033,"East Baton Rouge Parish, Louisiana",913562,32.76%,159.1,485.7,8.93%,48.69%,48.25%,4.48%,0.72%,3.92%,0.10%
45013,"Beaufort County, South Carolina",374234,32.75%,123.6,377.4,9.21%,79.96%,18.96%,11.30%,0.99%,2.07%,0.26%
16075,"Payette County, Idaho",50772,32.73%,160.2,489.4,,96.58%,0.88%,17.81%,3.21%,1.79%,0.31%
30003,"Big Horn County, Montana",26248,32.73%,168.4,514.5,,31.77%,0.91%,6.11%,69.57%,1.04%,0.11%
19057,"Des Moines County, Iowa",77820,32.73%,169.7,518.5,,91.95%,8.46%,3.59%,1.06%,1.51%,0.15%
04011,"Greenlee County, Arizona",19126,32.72%,131.9,403.1,,92.51%,2.76%,48.27%,5.66%,1.33%,0.24%
08005,"Arapahoe County, Colorado",1310140,32.72%,128.2,391.8,8.70%,79.79%,13.84%,20.09%,2.31%,8.11%,0.59%
29165,"Platte County, Missouri",213436,32.72%,138.6,423.6,6.21%,87.93%,9.01%,6.55%,1.39%,3.85%,0.73%
05045,"Faulkner County, Arkansas",246996,32.72%,163.2,498.8,7.93%,85.44%,13.34%,4.34%,1.53%,1.81%,0.29%
55043,"Grant County, Wisconsin",103876,32.71%,156.9,479.7,,97.17%,1.94%,1.97%,0.60%,1.16%,0.07%
39159,"Union County, Ohio",125568,32.71%,153.4,469,,91.72%,3.46%,2.09%,0.67%,5.86%,0.08%
16057,"Latah County, Idaho",79034,32.68%,132.3,404.8,,95.26%,1.65%,4.66%,2.22%,3.75%,0.38%
29111,"Lewis County, Missouri",20064,32.67%,148.1,453.3,,95.92%,3.98%,1.91%,1.15%,0.63%,0.10%
19089,"Howard County, Iowa",18938,32.67%,156.8,480,,98.33%,1.18%,1.83%,0.97%,0.58%,0.11%
36113,"Warren County, New York",131474,32.65%,171.5,525.3,1.44%,97.25%,2.21%,2.82%,0.88%,1.35%,0.12%
06097,"Sonoma County, California",977726,32.64%,139.2,426.5,5.85%,90.28%,3.22%,27.80%,3.86%,6.48%,0.85%
47009,"Blount County, Tennessee",270560,32.64%,159.1,487.5,9.45%,95.38%,3.86%,3.78%,1.13%,1.30%,0.17%
02150,"Kodiak Island Borough, Alaska",26202,32.61%,131.4,402.9,,60.74%,2.08%,8.99%,18.24%,25.98%,1.56%
12101,"Pasco County, Florida",1123782,32.61%,164.7,505.1,12.88%,89.25%,8.26%,17.13%,1.15%,3.79%,0.21%
37115,"Madison County, North Carolina",42386,32.60%,149,457,,97.29%,1.95%,2.54%,1.43%,0.76%,0.12%
17197,"Will County, Illinois",1392710,32.60%,159.4,489,5.92%,80.83%,13.36%,18.42%,0.95%,6.94%,0.12%
13063,"Clayton County, Georgia",595190,32.59%,156.4,479.9,19.96%,20.45%,75.12%,13.41%,1.29%,5.53%,0.31%
46009,"Bon Homme County, South Dakota",14006,32.58%,129.9,398.7,,89.18%,1.87%,2.94%,9.71%,0.50%,0.10%
25005,"Bristol County, Massachusetts",1158400,32.58%,155.6,477.6,3.08%,89.94%,8.04%,8.98%,1.25%,3.10%,0.28%
24023,"Garrett County, Maryland",57612,32.57%,138.6,425.5,,98.14%,1.57%,1.19%,0.58%,0.70%,0.05%
49001,"Beaver County, Utah",14144,32.57%,155.6,477.8,,96.04%,1.02%,12.22%,2.88%,1.51%,0.51%
16027,"Canyon County, Idaho",462210,32.56%,153.6,471.8,13.18%,95.81%,1.44%,25.81%,3.17%,2.09%,0.61%
13007,"Baker County, Georgia",5752,32.55%,135.2,415.3,,54.80%,44.09%,6.47%,1.01%,1.63%,0.07%
42011,"Berks County, Pennsylvania",857698,32.55%,157,482.3,5.50%,89.43%,9.79%,23.13%,1.72%,2.12%,0.34%
12009,"Brevard County, Florida",1213224,32.55%,163.5,502.3,10.36%,85.62%,12.42%,11.21%,1.15%,3.71%,0.30%
13177,"Lee County, Georgia",66326,32.55%,188.3,578.5,,73.40%,24.15%,3.32%,0.72%,2.91%,0.21%
31055,"Douglas County, Nebraska",1169052,32.53%,161.5,496.4,9.19%,82.45%,13.26%,13.23%,2.14%,5.13%,0.23%
29053,"Cooper County, Missouri",34206,32.53%,158.6,487.6,,92.36%,7.61%,2.09%,1.49%,1.03%,0.18%
19133,"Monona County, Iowa",17502,32.52%,160.5,493.5,,97.35%,1.29%,2.41%,2.06%,0.48%,0.08%
21059,"Daviess County, Kentucky",206624,32.52%,171.8,528.3,7.03%,92.63%,6.77%,3.46%,0.49%,2.34%,0.19%
33001,"Belknap County, New Hampshire",127410,32.51%,166.6,512.4,,97.76%,1.22%,1.92%,0.89%,1.59%,0.14%
37175,"Transylvania County, North Carolina",65972,32.50%,134.3,413.2,,95.10%,4.69%,3.43%,1.29%,0.93%,0.14%
17081,"Jefferson County, Illinois",74226,32.49%,165.1,508.2,,89.43%,10.28%,2.99%,0.91%,1.59%,0.10%
16049,"Idaho County, Idaho",33082,32.48%,136.9,421.5,,95.58%,0.94%,3.69%,4.88%,0.97%,0.24%
34001,"Atlantic County, New Jersey",549068,32.47%,159.4,490.9,8.32%,73.56%,18.90%,19.65%,1.32%,9.03%,0.23%
06075,"San Francisco County, California",1747930,32.47%,126.7,390.2,3.75%,56.41%,6.92%,15.35%,1.72%,39.26%,0.88%
